Habitat_type;Sampling_regime;PlotIDYear;Exploratory;PlotID;CollectionYear;biomass;abundance_unidentified_identified;abundance_identified;species;abundance_carnivore;species_carnivore;biomass_carnivore;abundance_herbivore;species_herbivore;biomass_herbivore;abundance_detritomycetophage;species_detritomycetophage;biomass_detritomycetophage;abundance_omnivore;species_omnivore;biomass_omnivore;abundance_weak_disperser;species_weak_disperser;biomass_weak_disperser;abundance_strong_disperser;species_strong_disperser;biomass_strong_disperser;landuse_intensity;mean_winter_temperature;precipitation_sum_growing_preriod;grassland_cover_250;grassland_cover_500;grassland_cover_1000;grassland_cover_1500;arable_cover_1000;arable_cover_1500;arable_cover_250;arable_cover_500
grassland;annual;AEG48_2008;ALB;AEG48;2008;5402.41357947739;536;217;22;24;4;612.056100603138;192;17;4707.3002523855;0;0;0;1;1;83.0572264887545;16;3;5402.41357947739;9;1;721.324197595182;0.66;1.3463567768595;760.94;66.16;61.27;45.29;36.43;28.24;33.15;29.66;22.17
grassland;annual;AEG48_2009;ALB;AEG48;2009;12558.5113579251;136;211;16;4;3;33.7225342429269;207;13;12524.7888236821;0;0;0;0;0;0;161;4;12558.5113579251;1;1;12154.4059262331;0.66;-0.69822516666667;902.91;66.16;61.27;45.29;36.43;28.24;33.15;29.66;22.17
grassland;annual;AEG48_2010;ALB;AEG48;2010;1520.90153521574;224;119;15;1;1;13.5107306533421;117;13;1502.42736664796;0;0;0;1;1;4.96343791443762;9;4;1520.90153521574;6;3;406.784422522405;0.66;-0.294580333333333;784.3;66.16;61.27;45.29;36.43;28.24;33.15;29.66;22.17
grassland;annual;AEG48_2011;ALB;AEG48;2011;755.496832360049;89;26;12;3;3;16.7081329441994;23;9;738.788699415849;0;0;0;0;0;0;9;4;755.496832360049;3;1;538.978544780143;0.66;-0.2105625;599.91;66.16;61.27;45.29;36.43;28.24;33.15;29.66;22.17
grassland;annual;AEG48_2012;ALB;AEG48;2012;1681.17149093299;213;15;8;1;1;13.5107306533421;14;7;1667.66076027965;0;0;0;0;0;0;0;0;1681.17149093299;0;0;0;0.66;0.080564380165289;624.93;66.16;61.27;45.29;36.43;28.24;33.15;29.66;22.17
grassland;annual;AEG48_2013;ALB;AEG48;2013;1845.85261065217;66;20;14;1;1;36.723574896558;19;13;1809.12903575561;0;0;0;0;0;0;5;2;1845.85261065217;4;1;166.078509999744;0.66;-0.0951245;842.83;66.16;61.27;45.29;36.43;28.24;33.15;29.66;22.17
grassland;annual;AEG48_2014;ALB;AEG48;2014;2034.21659222162;280;45;18;12;6;322.019509774593;33;12;1712.19708244703;0;0;0;0;0;0;13;3;2034.21659222162;12;2;142.508108070315;0.66;1.92248258333333;845.41;66.16;61.27;45.29;36.43;28.24;33.15;29.66;22.17
grassland;annual;AEG48_2015;ALB;AEG48;2015;1220.35055727642;396;135;17;7;5;117.888536582537;128;12;1102.46202069388;0;0;0;0;0;0;19;3;1220.35055727642;13;1;152.586727297074;0.66;1.00717741666667;663.88;66.16;61.27;45.29;36.43;28.24;33.15;29.66;22.17
grassland;annual;AEG48_2016;ALB;AEG48;2016;1837.36126362772;206;83;17;18;3;256.438787175874;65;14;1580.92247645185;0;0;0;0;0;0;6;4;1837.36126362772;4;2;93.1104225698499;0.66;3.26221074380165;732.3;66.16;61.27;45.29;36.43;28.24;33.15;29.66;22.17
grassland;annual;AEG48_2017;ALB;AEG48;2017;1696.18011290264;138;32;15;4;3;87.9605894201066;28;12;1608.21952348253;0;0;0;0;0;0;2;2;1696.18011290264;0;0;5.77120179449637;0.66;0.206715166666667;779.23;66.16;61.27;45.29;36.43;28.24;33.15;29.66;22.17
grassland;annual;AEG49_2008;ALB;AEG49;2008;18672.9853414037;853;416;50;8;6;98.0066747838672;407;43;18568.8145124772;0;0;0;1;1;6.16415414262056;140;9;18672.9853414037;15;5;13206.6649533486;0.98;1.13178719008264;717.4;39.87;59.05;57.62;61.63;0;0;0;0
grassland;annual;AEG49_2009;ALB;AEG49;2009;5118.92778851437;601;95;23;3;3;219.926590236156;90;18;4764.90934023122;0;0;0;2;2;134.091858047001;44;4;5118.92778851437;1;1;3296.79875799676;0.98;-0.69721541666667;756.39;39.87;59.05;57.62;61.63;0;0;0;0
grassland;annual;AEG49_2010;ALB;AEG49;2010;1509.09754207579;233;16;15;4;4;335.955161704875;12;11;1173.14238037092;0;0;0;0;0;0;3;3;1509.09754207579;2;2;790.721940772137;0.98;-0.68976391666667;805.22;39.87;59.05;57.62;61.63;0;0;0;0
grassland;annual;AEG49_2011;ALB;AEG49;2011;3878.19034644018;393;96;20;5;3;298.645797197829;91;17;3579.54454924236;0;0;0;0;0;0;14;6;3878.19034644018;2;2;2056.99735771413;0.98;-0.371646166666667;628.52;39.87;59.05;57.62;61.63;0;0;0;0
grassland;annual;AEG49_2012;ALB;AEG49;2012;3351.26758486939;292;64;14;2;2;231.805682421154;62;12;3119.46190244823;0;0;0;0;0;0;42;5;3351.26758486939;2;1;2265.08193556782;0.98;0.032193636363636;641.31;39.87;59.05;57.62;61.63;0;0;0;0
grassland;annual;AEG49_2013;ALB;AEG49;2013;2625.61283555298;405;33;21;8;4;1367.95525813421;25;17;1257.65757741877;0;0;0;0;0;0;7;6;2625.61283555298;4;4;647.51426824948;0.98;-0.29484725;909.63999;39.87;59.05;57.62;61.63;0;0;0;0
grassland;annual;AEG49_2015;ALB;AEG49;2015;9326.71026131805;1215;233;33;20;5;2403.60179580588;213;28;6923.10846551217;0;0;0;0;0;0;135;12;9326.71026131805;94;7;5023.59432709142;0.98;1.03059725;666.34;39.87;59.05;57.62;61.63;0;0;0;0
grassland;annual;AEG49_2016;ALB;AEG49;2016;10545.6681285246;557;169;27;3;3;81.0814689490324;166;24;10464.5866595756;0;0;0;0;0;0;21;3;10545.6681285246;3;1;3139.2777427227;0.98;3.32165611570248;757.74;39.87;59.05;57.62;61.63;0;0;0;0
grassland;annual;AEG49_2017;ALB;AEG49;2017;3464.06259531997;281;57;21;1;1;11.5264883755522;56;20;3452.53610694442;0;0;0;0;0;0;24;7;3464.06259531997;11;5;2562.09892812262;0.98;0.491916916666667;819.67999;39.87;59.05;57.62;61.63;0;0;0;0
grassland;annual;AEG50_2009;ALB;AEG50;2009;13387.6333015165;657;197;27;8;6;1197.88316050307;189;21;12189.7501410134;0;0;0;0;0;0;138;4;13387.6333015165;0;0;10540.8860039134;1.93;-0.91168433333333;826.42001;74.39;36.49;47.77;43.12;12.44;18.66;0.01;11.5
grassland;annual;AEG50_2010;ALB;AEG50;2010;345.606586015462;315;17;8;1;1;11.5264883755522;16;7;334.08009763991;0;0;0;0;0;0;1;1;345.606586015462;0;0;2.40684023581219;1.93;-0.413173916666667;741.58;74.39;36.49;47.77;43.12;12.44;18.66;0.01;11.5
grassland;annual;AEG50_2011;ALB;AEG50;2011;1272.93939657034;470;25;13;8;5;435.425315082756;17;8;837.514081487587;0;0;0;0;0;0;8;2;1272.93939657034;1;1;547.767305150151;1.93;-0.28030575;589.29;74.39;36.49;47.77;43.12;12.44;18.66;0.01;11.5
grassland;annual;AEG50_2012;ALB;AEG50;2012;1892.00784249444;639;65;21;1;1;2.70412504000037;61;19;1820.54150301552;0;0;0;3;1;68.762214438921;8;4;1892.00784249444;2;2;366.410917272917;1.93;-0.001281404958678;588.54;74.39;36.49;47.77;43.12;12.44;18.66;0.01;11.5
grassland;annual;AEG50_2013;ALB;AEG50;2013;1463.36483536526;999;62;29;10;6;418.876197834765;51;22;1021.56789938419;0;0;0;1;1;22.920738146307;4;4;1463.36483536526;2;2;91.7986146888787;1.93;-0.110014166666667;814.03;74.39;36.49;47.77;43.12;12.44;18.66;0.01;11.5
grassland;annual;AEG50_2015;ALB;AEG50;2015;1529.06522309037;326;52;16;1;1;59.8356963291091;51;15;1469.22952676126;0;0;0;0;0;0;5;3;1529.06522309037;4;2;659.615065784819;1.93;0.846424;622.43;74.39;36.49;47.77;43.12;12.44;18.66;0.01;11.5
grassland;annual;AEG50_2016;ALB;AEG50;2016;5416.01671036841;412;81;19;5;3;58.1625937292957;74;14;5275.4685326164;0;0;0;2;2;82.3855840227162;34;3;5416.01671036841;5;2;4637.0664924284;1.93;2.52266851239669;881.09;74.39;36.49;47.77;43.12;12.44;18.66;0.01;11.5
grassland;annual;AEG50_2017;ALB;AEG50;2017;4093.48220690046;1465;120;33;9;6;114.639810406358;110;26;3960.25785370159;0;0;0;1;1;18.584542792514;42;6;4093.48220690046;4;3;2886.64073434838;1.93;-0.50509383333333;728.32;74.39;36.49;47.77;43.12;12.44;18.66;0.01;11.5
grassland;annual;HEG01_2008;HAI;HEG1;2008;5832.61328931104;970;600;24;20;1;822.55099001849;553;19;4888.1259528487;4;2;4.00454509524082;23;2;117.931801348602;9;3;5832.61328931104;1;1;412.972110335531;2.84;3.06238371900826;464.78;51.31;26.17;6.8;7.34;57.55;60.45;33.17;43.14
grassland;annual;HEG01_2009;HAI;HEG1;2009;1571.73508882823;381;82;21;18;6;539.908444387879;62;13;1008.16943590027;0;0;0;2;2;23.6572085400825;2;2;1571.73508882823;0;0;117.69356959905;2.84;0.460191083333333;585.01;51.31;26.17;6.8;7.34;57.55;60.45;33.17;43.14
grassland;annual;HEG01_2010;HAI;HEG1;2010;155.406490488131;98;7;6;0;0;0;7;6;155.406490488131;0;0;0;0;0;0;0;0;155.406490488131;0;0;0;2.84;0.357708666666667;538.09;51.31;26.17;6.8;7.34;57.55;60.45;33.17;43.14
grassland;annual;HEG01_2011;HAI;HEG1;2011;598.769558784406;306;48;21;5;5;85.2580201189047;42;15;509.192853974488;0;0;0;1;1;4.31868469101339;2;2;598.769558784406;1;1;3.74997544234275;2.84;0.243541416666667;329.95;51.31;26.17;6.8;7.34;57.55;60.45;33.17;43.14
grassland;annual;HEG01_2012;HAI;HEG1;2012;93.3771492649386;141;5;3;0;0;0;5;3;93.3771492649386;0;0;0;0;0;0;0;0;93.3771492649386;0;0;0;2.84;1.23456917355372;420.13;51.31;26.17;6.8;7.34;57.55;60.45;33.17;43.14
grassland;annual;HEG01_2013;HAI;HEG1;2013;578.376502767966;311;33;22;12;8;195.112028111302;19;12;356.108856525041;1;1;0.606500861914825;1;1;26.5491172697079;4;3;578.376502767966;0;0;167.53580962269;2.84;1.09895491666667;522.07;51.31;26.17;6.8;7.34;57.55;60.45;33.17;43.14
grassland;annual;HEG01_2014;HAI;HEG1;2014;303.218898655996;103;13;7;9;3;265.382295956364;4;4;37.8366026996324;0;0;0;0;0;0;0;0;303.218898655996;0;0;0;2.84;3.48935783333333;583.55;51.31;26.17;6.8;7.34;57.55;60.45;33.17;43.14
grassland;annual;HEG01_2015;HAI;HEG1;2015;81.866446472307;216;13;10;3;2;10.5300873293881;9;7;70.7298582810041;1;1;0.606500861914825;0;0;0;1;1;81.866446472307;1;1;5.42447268584173;2.84;2.61509733333333;344.79;51.31;26.17;6.8;7.34;57.55;60.45;33.17;43.14
grassland;annual;HEG01_2016;HAI;HEG1;2016;924.35359769891;103;12;7;3;3;257.427655731998;9;4;666.925941966912;0;0;0;0;0;0;0;0;924.35359769891;0;0;0;2.84;4.45653917355372;365.61001;51.31;26.17;6.8;7.34;57.55;60.45;33.17;43.14
grassland;annual;HEG01_2017;HAI;HEG1;2017;2357.03999158928;329;26;14;15;5;502.834850693419;10;8;1849.88645620484;0;0;0;1;1;4.31868469101339;1;1;2357.03999158928;0;0;78.0341027909911;2.84;1.01432633333333;513.78999;51.31;26.17;6.8;7.34;57.55;60.45;33.17;43.14
grassland;annual;HEG02_2008;HAI;HEG2;2008;3781.06664534925;450;131;32;15;7;302.478484191316;112;23;3442.71136893859;0;0;0;4;2;35.8767922193472;30;5;3781.06664534925;1;1;1150.06064858494;2.36;2.9118352892562;468.31;20.33;35.97;49.35;46.85;31.99;33.58;50.82;31.6
grassland;annual;HEG02_2009;HAI;HEG2;2009;1220.44583877478;677;51;21;18;3;598.958429659217;31;16;584.024482704266;0;0;0;2;2;37.4629264113006;6;4;1220.44583877478;0;0;315.296229710262;2.36;0.3202845;593.70001;20.33;35.97;49.35;46.85;31.99;33.58;50.82;31.6
grassland;annual;HEG02_2010;HAI;HEG2;2010;971.440920860205;113;28;16;3;2;177.640941353061;17;12;762.962685808136;1;1;0.606500861914825;7;1;30.2307928370938;0;0;971.440920860205;0;0;0;2.36;0.346249416666667;548.26;20.33;35.97;49.35;46.85;31.99;33.58;50.82;31.6
grassland;annual;HEG02_2011;HAI;HEG2;2011;2169.99750748182;454;38;25;15;12;289.114181151703;19;11;1869.98059412588;2;1;2.26536282221733;2;1;8.63736938202679;1;1;2169.99750748182;1;1;6.69012519716414;2.36;0.19562525;336.25;20.33;35.97;49.35;46.85;31.99;33.58;50.82;31.6
grassland;annual;HEG02_2012;HAI;HEG2;2012;670.754336114875;140;10;8;2;1;66.6938995395591;8;7;604.060436575316;0;0;0;0;0;0;0;0;670.754336114875;0;0;0;2.36;1.16099842975207;418.9;20.33;35.97;49.35;46.85;31.99;33.58;50.82;31.6
grassland;annual;HEG02_2013;HAI;HEG2;2013;1624.74385069997;1345;65;25;8;6;126.53461857268;54;16;1446.52911080871;2;2;1.73918227302349;1;1;49.9409390455591;12;1;1624.74385069997;0;0;936.409233491893;2.36;1.0988365;569.4;20.33;35.97;49.35;46.85;31.99;33.58;50.82;31.6
grassland;annual;HEG02_2014;HAI;HEG2;2014;213.987877407536;90;5;3;0;0;0;5;3;213.987877407536;0;0;0;0;0;0;0;0;213.987877407536;0;0;0;2.36;3.39885408333333;584.63;20.33;35.97;49.35;46.85;31.99;33.58;50.82;31.6
grassland;annual;HEG02_2015;HAI;HEG2;2015;1402.67726544899;499;44;16;18;8;617.626686689659;19;6;758.00578920214;1;1;1.13268141110866;6;1;25.9121081460804;0;0;1402.67726544899;0;0;0;2.36;2.44836833333333;357.68;20.33;35.97;49.35;46.85;31.99;33.58;50.82;31.6
grassland;annual;HEG02_2016;HAI;HEG2;2016;924.775826492332;111;12;12;7;7;282.749216014852;5;5;642.02661047748;0;0;0;0;0;0;0;0;924.775826492332;0;0;0;2.36;4.23980049586777;357.47;20.33;35.97;49.35;46.85;31.99;33.58;50.82;31.6
grassland;annual;HEG02_2017;HAI;HEG2;2017;1136.57871918678;409;24;12;9;4;242.914782500272;14;7;867.114819416801;0;0;0;1;1;26.5491172697079;2;2;1136.57871918678;1;1;671.114818142812;2.36;0.861971916666667;507.87;20.33;35.97;49.35;46.85;31.99;33.58;50.82;31.6
grassland;annual;HEG03_2008;HAI;HEG3;2008;6065.7003605298;641;263;22;2;2;16.292544005228;256;18;6031.52657689861;1;1;0.606500861914825;4;1;17.2747387640536;8;4;6065.7003605298;1;1;348.439777223833;2.56;3.14612933884298;468.31;19.52;42.78;36.12;41.47;41.07;35.4;62.85;39.66
grassland;annual;HEG03_2009;HAI;HEG3;2009;2290.79951568825;657;86;23;11;2;374.655938139018;73;19;1878.47794308844;0;0;0;2;2;37.6656344607929;6;4;2290.79951568825;0;0;313.813169359057;2.56;0.305934083333333;593.70001;19.52;42.78;36.12;41.47;41.07;35.4;62.85;39.66
grassland;annual;HEG03_2010;HAI;HEG3;2010;1116.61682458986;88;30;10;1;1;11.5264883755522;25;8;1087.81559745025;0;0;0;4;1;17.2747387640536;1;1;1116.61682458986;0;0;2.40684023581219;2.56;0.510875083333333;548.26;19.52;42.78;36.12;41.47;41.07;35.4;62.85;39.66
grassland;annual;HEG03_2011;HAI;HEG3;2011;3134.28371845823;609;110;23;13;7;298.413422751048;85;15;2784.04607941502;0;0;0;12;1;51.8242162921607;6;4;3134.28371845823;2;1;97.0393163488335;2.56;0.347979;336.25;19.52;42.78;36.12;41.47;41.07;35.4;62.85;39.66
grassland;annual;HEG03_2012;HAI;HEG3;2012;2510.86162907077;244;31;16;5;3;106.70716539558;25;12;2402.92963311599;0;0;0;1;1;1.22483055919858;0;0;2510.86162907077;0;0;0;2.56;1.42207966942149;418.9;19.52;42.78;36.12;41.47;41.07;35.4;62.85;39.66
grassland;annual;HEG03_2013;HAI;HEG3;2013;3647.15834414361;379;31;16;3;3;6.18127253178473;28;13;3640.97707161183;0;0;0;0;0;0;5;3;3647.15834414361;4;2;1859.15123656763;2.56;1.38425358333333;569.4;19.52;42.78;36.12;41.47;41.07;35.4;62.85;39.66
grassland;annual;HEG03_2014;HAI;HEG3;2014;491.834981334717;135;16;5;9;2;237.223792048273;7;3;254.611189286444;0;0;0;0;0;0;3;1;491.834981334717;0;0;234.102308372973;2.56;3.62877083333333;584.63;19.52;42.78;36.12;41.47;41.07;35.4;62.85;39.66
grassland;annual;HEG03_2015;HAI;HEG3;2015;1023.27904747615;219;13;9;3;2;23.2149588269206;7;6;987.108034576185;0;0;0;3;1;12.9560540730402;1;1;1023.27904747615;1;1;593.080715351821;2.56;2.70302441666667;357.68;19.52;42.78;36.12;41.47;41.07;35.4;62.85;39.66
grassland;annual;HEG03_2016;HAI;HEG3;2016;2939.716590327;103;15;9;4;4;258.243596534508;11;5;2681.47299379249;0;0;0;0;0;0;1;1;2939.716590327;1;1;6.69012519716414;2.56;4.46085404958678;357.47;19.52;42.78;36.12;41.47;41.07;35.4;62.85;39.66
grassland;annual;HEG03_2017;HAI;HEG3;2017;2149.23888742273;185;23;14;6;5;60.8169430395249;17;9;2088.42194438321;0;0;0;0;0;0;1;1;2149.23888742273;1;1;12.6936305142219;2.56;1.07643066666667;507.87;19.52;42.78;36.12;41.47;41.07;35.4;62.85;39.66
grassland;annual;HEG04_2008;HAI;HEG4;2008;2523.81770112122;456;130;27;19;6;499.146823157593;110;20;2020.35219327262;0;0;0;1;1;4.31868469101339;10;3;2523.81770112122;4;1;362.873325272303;2.29;2.94774132231405;492.05;60.63;48.49;33.26;25.4;42.03;36.41;26.09;41.22
grassland;annual;HEG04_2009;HAI;HEG4;2009;1727.53117572759;434;19;12;5;1;185.556208156588;13;10;1471.11587192384;0;0;0;1;1;70.8590956471639;2;2;1727.53117572759;1;1;648.825691357513;2.29;0.365288333333333;724.98;60.63;48.49;33.26;25.4;42.03;36.41;26.09;41.22
grassland;annual;HEG04_2010;HAI;HEG4;2010;1076.44431415115;497;54;25;22;5;498.791115281567;30;18;572.201832767461;1;1;1.13268141110866;1;1;4.31868469101339;2;2;1076.44431415115;1;1;57.273561618905;2.29;-0.042128833333333;449.01;60.63;48.49;33.26;25.4;42.03;36.41;26.09;41.22
grassland;annual;HEG04_2011;HAI;HEG4;2011;5674.0224206341;684;126;21;13;3;677.619657166687;109;16;4988.68603454307;3;1;3.39804423332599;1;1;4.31868469101339;5;2;5674.0224206341;5;2;1782.29931728189;2.29;-0.025489666666667;323.28;60.63;48.49;33.26;25.4;42.03;36.41;26.09;41.22
grassland;annual;HEG04_2012;HAI;HEG4;2012;297.35432050148;395;21;10;7;4;53.5792077462701;14;6;243.77511275521;0;0;0;0;0;0;1;1;297.35432050148;1;1;12.6936305142219;2.29;1.23708702479339;437;60.63;48.49;33.26;25.4;42.03;36.41;26.09;41.22
grassland;annual;HEG04_2013;HAI;HEG4;2013;423.811933796826;274;28;10;2;2;39.2763822183312;26;8;384.535551578495;0;0;0;0;0;0;0;0;423.811933796826;0;0;0;2.29;0.868712166666667;587.08;60.63;48.49;33.26;25.4;42.03;36.41;26.09;41.22
grassland;annual;HEG04_2014;HAI;HEG4;2014;1233.07054750186;356;33;15;15;6;396.722316081504;18;9;836.348231420355;0;0;0;0;0;0;0;0;1233.07054750186;0;0;0;2.29;3.1165555;520.15;60.63;48.49;33.26;25.4;42.03;36.41;26.09;41.22
grassland;annual;HEG04_2015;HAI;HEG4;2015;4192.56891041006;1883;85;19;29;5;2114.7053064394;54;12;2071.66993155847;0;0;0;2;2;6.19367241218477;3;2;4192.56891041006;1;1;716.977902538538;2.29;2.35752783333333;331.16;60.63;48.49;33.26;25.4;42.03;36.41;26.09;41.22
grassland;annual;HEG04_2016;HAI;HEG4;2016;1032.72877955098;108;6;5;3;3;7.22137472249172;2;1;1021.18872013747;0;0;0;1;1;4.31868469101339;1;1;1032.72877955098;0;0;3.13998178750533;2.29;4.0546967768595;347.28;60.63;48.49;33.26;25.4;42.03;36.41;26.09;41.22
grassland;annual;HEG04_2017;HAI;HEG4;2017;3309.04307646062;688;82;26;27;6;785.740695939807;50;17;2445.81046704754;0;0;0;5;3;77.4919134732738;14;4;3309.04307646062;1;1;794.363807334146;2.29;0.892919916666667;450.77001;60.63;48.49;33.26;25.4;42.03;36.41;26.09;41.22
grassland;annual;HEG05_2008;HAI;HEG5;2008;2915.33111090304;6622;138;29;19;9;536.076398628024;116;17;2354.59479185568;2;2;1.73918227302349;1;1;22.920738146307;8;4;2915.33111090304;3;2;897.151893392006;2.5;2.04518619834711;535.88;94.35;58.02;26.95;20.02;31.73;39.46;0;14.98
grassland;annual;HEG05_2009;HAI;HEG5;2009;963.732199196606;319;25;11;8;2;273.289422072565;16;8;677.344536025791;0;0;0;1;1;13.0982410982502;1;1;963.732199196606;0;0;78.0341027909911;2.5;0.03728825;622.42;94.35;58.02;26.95;20.02;31.73;39.46;0;14.98
grassland;annual;HEG05_2010;HAI;HEG5;2010;573.626953994274;203;15;9;1;1;2.55280732177317;14;8;571.074146672501;0;0;0;0;0;0;1;1;573.626953994274;0;0;7.2429791293615;2.5;-0.85513191666667;511.63;94.35;58.02;26.95;20.02;31.73;39.46;0;14.98
grassland;annual;HEG05_2011;HAI;HEG5;2011;730.500552981338;361;20;13;5;4;95.1381353245396;15;9;635.362417656798;0;0;0;0;0;0;0;0;730.500552981338;0;0;0;2.5;-0.97944458333333;384.85;94.35;58.02;26.95;20.02;31.73;39.46;0;14.98
grassland;annual;HEG05_2012;HAI;HEG5;2012;111.565557759961;142;5;5;2;2;4.91247452361375;3;3;106.653083236348;0;0;0;0;0;0;1;1;111.565557759961;0;0;66.3113238609891;2.5;0.488636446280992;464.36;94.35;58.02;26.95;20.02;31.73;39.46;0;14.98
grassland;annual;HEG05_2013;HAI;HEG5;2013;388.442085061835;389;43;12;8;5;158.29869269948;34;6;229.536891500439;1;1;0.606500861914825;0;0;0;1;1;388.442085061835;0;0;2.40684023581219;2.5;-0.124780916666667;572.32;94.35;58.02;26.95;20.02;31.73;39.46;0;14.98
grassland;annual;HEG05_2014;HAI;HEG5;2014;121.178892597974;79;7;7;5;5;39.416325318556;2;2;81.7625672794178;0;0;0;0;0;0;1;1;121.178892597974;0;0;78.0341027909911;2.5;2.14477758333333;483.35;94.35;58.02;26.95;20.02;31.73;39.46;0;14.98
grassland;annual;HEG05_2016;HAI;HEG5;2016;595.346865097278;38;2;2;0;0;0;2;2;595.346865097278;0;0;0;0;0;0;1;1;595.346865097278;1;1;593.080715351821;2.5;3.11476925619835;365.58;94.35;58.02;26.95;20.02;31.73;39.46;0;14.98
grassland;annual;HEG05_2017;HAI;HEG5;2017;711.285859401181;438;43;13;3;3;68.3037837856904;37;9;641.162573029746;3;1;1.81950258574448;0;0;0;4;2;711.285859401181;3;1;60.3307328453314;2.5;0.016045333333333;435.64001;94.35;58.02;26.95;20.02;31.73;39.46;0;14.98
grassland;annual;HEG06_2008;HAI;HEG6;2008;4712.36289423562;2021;217;33;12;5;442.34737697465;194;24;4214.70246245726;6;2;4.69136626987663;5;2;50.6216885338331;26;5;4712.36289423562;1;1;1422.1408298029;2.06;2.68169454545455;406.86;4.85;4.53;13.11;14.5;55.26;46.23;90.66;84.98
grassland;annual;HEG06_2009;HAI;HEG6;2009;155.908236877277;213;16;11;3;2;87.7332139159772;12;8;45.2542848149932;0;0;0;1;1;22.920738146307;2;1;155.908236877277;0;0;3.74997544234275;2.06;0.2154205;486.81;4.85;4.53;13.11;14.5;55.26;46.23;90.66;84.98
grassland;annual;HEG06_2010;HAI;HEG6;2010;1384.72542634986;320;60;35;16;12;520.534312153812;39;19;835.375406940586;4;3;5.89496910915093;1;1;22.920738146307;5;3;1384.72542634986;1;1;27.6502467175809;2.06;-0.293420416666667;482.61;4.85;4.53;13.11;14.5;55.26;46.23;90.66;84.98
grassland;annual;HEG06_2011;HAI;HEG6;2011;5594.83551856881;456;63;24;6;5;73.1931656413694;53;15;5494.58126423775;2;2;3.00766913228004;2;2;24.0534195574157;4;2;5594.83551856881;4;2;1780.77073166868;2.06;-0.201381666666667;360.59;4.85;4.53;13.11;14.5;55.26;46.23;90.66;84.98
grassland;annual;HEG06_2012;HAI;HEG6;2012;1565.25974987598;513;24;16;4;4;58.6299414625316;20;12;1506.62980841344;0;0;0;0;0;0;2;2;1565.25974987598;2;2;597.196691993342;2.06;1.15477975206612;423.57;4.85;4.53;13.11;14.5;55.26;46.23;90.66;84.98
grassland;annual;HEG06_2013;HAI;HEG6;2013;435.637643971866;1186;43;15;16;9;346.057860276855;9;4;69.5359320321352;17;1;10.310514652552;1;1;9.73333701032286;0;0;435.637643971866;0;0;0;2.06;0.624621;524.29;4.85;4.53;13.11;14.5;55.26;46.23;90.66;84.98
grassland;annual;HEG06_2014;HAI;HEG6;2014;339.883072603196;527;9;6;3;2;76.9624003522432;6;4;262.920672250953;0;0;0;0;0;0;3;1;339.883072603196;0;0;185.845780780075;2.06;2.77031583333333;452.72;4.85;4.53;13.11;14.5;55.26;46.23;90.66;84.98
grassland;annual;HEG06_2015;HAI;HEG6;2015;91.2706216559105;44;4;3;2;1;9.70422817357856;2;2;81.5663934823319;0;0;0;0;0;0;0;0;91.2706216559105;0;0;0;2.06;2.16469116666667;338.37;4.85;4.53;13.11;14.5;55.26;46.23;90.66;84.98
grassland;annual;HEG06_2017;HAI;HEG6;2017;696.344956853699;72;20;10;2;2;96.5679571420966;16;7;553.935523418988;0;0;0;2;1;45.841476292614;0;0;696.344956853699;0;0;0;2.06;0.681280666666667;397.85;4.85;4.53;13.11;14.5;55.26;46.23;90.66;84.98
grassland;annual;HEG07_2008;HAI;HEG7;2008;15989.790459181;698;365;33;13;8;228.113943129995;350;24;15702.0197663169;0;0;0;2;1;59.6567497341151;116;5;15989.790459181;2;1;9949.5890013062;1.77;2.55050966942149;468.84;79.8;67.11;40.52;27.62;42.01;58.99;11.82;19.97
grassland;annual;HEG07_2009;HAI;HEG7;2009;934.664782140129;729;31;17;4;4;74.0656351139519;26;12;859.992646164262;1;1;0.606500861914825;0;0;0;4;2;934.664782140129;0;0;177.311965233175;1.77;-0.032861083333333;557.4;79.8;67.11;40.52;27.62;42.01;58.99;11.82;19.97
grassland;annual;HEG07_2010;HAI;HEG7;2010;456.154485809843;185;57;17;6;6;196.326185839441;48;9;250.584429726461;1;1;0.606500861914825;2;1;8.63736938202679;0;0;456.154485809843;0;0;0;1.77;-0.411524416666667;509.21;79.8;67.11;40.52;27.62;42.01;58.99;11.82;19.97
grassland;annual;HEG07_2011;HAI;HEG7;2011;534.496631693185;361;180;14;5;5;14.6874787179828;175;9;519.809152975202;0;0;0;0;0;0;0;0;534.496631693185;0;0;0;1.77;-0.293760083333333;341.13;79.8;67.11;40.52;27.62;42.01;58.99;11.82;19.97
grassland;annual;HEG07_2012;HAI;HEG7;2012;512.511510982341;428;41;16;6;5;132.080695947691;26;9;374.909271554377;9;2;5.52154348027268;0;0;0;0;0;512.511510982341;0;0;0;1.77;1.0808852892562;409.64;79.8;67.11;40.52;27.62;42.01;58.99;11.82;19.97
grassland;annual;HEG07_2013;HAI;HEG7;2013;260.54377351102;225;23;11;2;2;85.2747400775381;21;9;175.269033433482;0;0;0;0;0;0;4;4;260.54377351102;1;1;127.385396544169;1.77;0.632722;566.08;79.8;67.11;40.52;27.62;42.01;58.99;11.82;19.97
