Nest	Xcoord	Ycoord	FoodTreatment	SexParent	ArrivalTime	SiblingNegotiation	BroodSize	NegPerChick	Date	Day	Month
Moutet	556382	185294	Deprived	Male	24.06	7	5	1.4	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	24.08	7	5	1.4	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	24.2	7	5	1.4	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	24.3	15	5	3	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	24.48	15	5	3	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	24.61	19	5	3.8	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	24.7	19	5	3.8	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	24.85	10	5	2	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	24.96	10	5	2	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	25.03	20	5	4	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	25.1	20	5	4	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	25.9	4	5	0.8	29/05/97	29	5
Moutet	556382	185294	Deprived	Female	26.55	14	5	2.8	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	26.83	4	5	0.8	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	27.23	2	5	0.4	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	27.43	0	5	0	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	27.56	12	5	2.4	29/05/97	29	5
Moutet	556382	185294	Deprived	Male	27.83	4	5	0.8	29/05/97	29	5
Moutet	556382	185294	Satiated	Male	22.7	6	5	1.2	28/05/97	28	5
Moutet	556382	185294	Satiated	Female	23.55	2	5	0.4	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	23.63	2	5	0.4	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	24.05	0	5	0	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	24.35	5	5	1	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	24.43	5	5	1	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	24.66	0	5	0	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	24.81	12	5	2.4	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	24.9	12	5	2.4	28/05/97	28	5
Moutet	556382	185294	Satiated	Female	25.36	7	5	1.4	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	25.38	7	5	1.4	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	25.55	22	5	4.4	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	25.73	22	5	4.4	28/05/97	28	5
Moutet	556382	185294	Satiated	Female	26.91	0	5	0	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	26.93	0	5	0	28/05/97	28	5
Moutet	556382	185294	Satiated	Female	28.3	2	5	0.4	28/05/97	28	5
Moutet	556382	185294	Satiated	Male	28.38	2	5	0.4	28/05/97	28	5
Moutet	556382	185294	Satiated	Female	28.86	1	5	0.2	28/05/97	28	5
Murist	551520	182428	Deprived	Female	22.23	3	4	0.75	22/07/97	22	7
Murist	551520	182428	Deprived	Male	22.5	24	4	6	22/07/97	22	7
Murist	551520	182428	Deprived	Male	22.51	14	4	3.5	22/07/97	22	7
Murist	551520	182428	Deprived	Male	22.58	14	4	3.5	22/07/97	22	7
Murist	551520	182428	Deprived	Male	22.61	14	4	3.5	22/07/97	22	7
Murist	551520	182428	Deprived	Female	22.63	14	4	3.5	22/07/97	22	7
Murist	551520	182428	Deprived	Male	22.66	14	4	3.5	22/07/97	22	7
Murist	551520	182428	Deprived	Male	23.1	0	4	0	22/07/97	22	7
Murist	551520	182428	Deprived	Female	23.78	0	4	0	22/07/97	22	7
Murist	551520	182428	Deprived	Female	23.8	0	4	0	22/07/97	22	7
Murist	551520	182428	Deprived	Male	26.23	6	4	1.5	22/07/97	22	7
Murist	551520	182428	Deprived	Male	27.25	5	4	1.25	22/07/97	22	7
Murist	551520	182428	Deprived	Male	27.96	3	4	0.75	22/07/97	22	7
Murist	551520	182428	Satiated	Female	22.26	24	4	6	21/07/97	21	7
Murist	551520	182428	Satiated	Male	22.6	14	4	3.5	21/07/97	21	7
Murist	551520	182428	Satiated	Male	22.78	14	4	3.5	21/07/97	21	7
Murist	551520	182428	Satiated	Male	22.86	14	4	3.5	21/07/97	21	7
Murist	551520	182428	Satiated	Female	22.93	14	4	3.5	21/07/97	21	7
Murist	551520	182428	Satiated	Male	23.4	0	4	0	21/07/97	21	7
Murist	551520	182428	Satiated	Male	25.7	3	4	0.75	21/07/97	21	7
Murist	551520	182428	Satiated	Male	25.83	0	4	0	21/07/97	21	7
Murist	551520	182428	Satiated	Male	26.41	17	4	4.25	21/07/97	21	7
Murist	551520	182428	Satiated	Male	27.53	0	4	0	21/07/97	21	7
Murist	551520	182428	Satiated	Male	27.73	0	4	0	21/07/97	21	7
Oleyes	569335	189238	Deprived	Female	22.38	2	5	0.4	27/07/97	27	7
Oleyes	569335	189238	Deprived	Female	22.96	16	5	3.2	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	23.1	12	5	2.4	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	23.43	11	5	2.2	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	23.7	7	5	1.4	27/07/97	27	7
Oleyes	569335	189238	Deprived	Female	23.83	6	5	1.2	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	23.96	6	5	1.2	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	24.2	5	5	1	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	24.41	5	5	1	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	24.56	7	5	1.4	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	24.93	6	5	1.2	27/07/97	27	7
Oleyes	569335	189238	Deprived	Female	25.2	7	5	1.4	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	25.2	7	5	1.4	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	25.68	3	5	0.6	27/07/97	27	7
Oleyes	569335	189238	Deprived	Female	25.8	14	5	2.8	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	26	14	5	2.8	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	26.03	0	5	0	27/07/97	27	7
Oleyes	569335	189238	Deprived	Female	26.63	4	5	0.8	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	26.75	4	5	0.8	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	27.13	10	5	2	27/07/97	27	7
Oleyes	569335	189238	Deprived	Female	27.31	10	5	2	27/07/97	27	7
Oleyes	569335	189238	Deprived	Female	27.83	6	5	1.2	27/07/97	27	7
Oleyes	569335	189238	Deprived	Male	28.03	2	5	0.4	27/07/97	27	7
Oleyes	569335	189238	Deprived	Female	28.86	0	5	0	27/07/97	27	7
Oleyes	569335	189238	Satiated	Female	21.76	11	5	2.2	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	22.13	17	5	3.4	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	22.28	17	5	3.4	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	22.4	12	5	2.4	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	22.61	12	5	2.4	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	22.73	13	5	2.6	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	22.85	10	5	2	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	23.08	15	5	3	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	23.65	0	5	0	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	23.65	0	5	0	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	24.11	0	5	0	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	24.13	0	5	0	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	24.73	2	5	0.4	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	24.9	32	5	6.4	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	25.08	32	5	6.4	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	25.16	5	5	1	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	25.45	5	5	1	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	25.51	0	5	0	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	25.76	7	5	1.4	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	26	6	5	1.2	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	26	6	5	1.2	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	26.1	0	5	0	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	26.28	13	5	2.6	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	26.4	13	5	2.6	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	26.55	0	5	0	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	26.8	0	5	0	26/07/97	26	7
Oleyes	569335	189238	Satiated	Male	26.98	0	5	0	26/07/97	26	7
Oleyes	569335	189238	Satiated	Female	28.25	0	5	0	26/07/97	26	7
Payerne	561305	187200	Deprived	Male	22.78	8	5	1.6	26/06/97	26	6
Payerne	561305	187200	Deprived	Female	23.01	15	5	3	26/06/97	26	6
Payerne	561305	187200	Deprived	Male	25.05	10	5	2	26/06/97	26	6
Payerne	561305	187200	Deprived	Male	25.26	14	5	2.8	26/06/97	26	6
Payerne	561305	187200	Deprived	Female	25.36	14	5	2.8	26/06/97	26	6
Payerne	561305	187200	Satiated	Male	22.08	6	5	1.2	27/06/97	27	6
Payerne	561305	187200	Satiated	Female	22.15	6	5	1.2	27/06/97	27	6
Payerne	561305	187200	Satiated	Female	22.61	8	5	1.6	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	22.63	8	5	1.6	27/06/97	27	6
Payerne	561305	187200	Satiated	Female	22.71	8	5	1.6	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	22.88	7	5	1.4	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	23.03	8	5	1.6	27/06/97	27	6
Payerne	561305	187200	Satiated	Female	23.1	8	5	1.6	27/06/97	27	6
Payerne	561305	187200	Satiated	Female	23.35	0	5	0	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	23.43	0	5	0	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	23.68	1	5	0.2	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	24.1	8	5	1.6	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	24.35	5	5	1	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	24.48	5	5	1	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	25	7	5	1.4	27/06/97	27	6
Payerne	561305	187200	Satiated	Female	25.35	0	5	0	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	25.51	0	5	0	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	25.85	0	5	0	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	26.31	0	5	0	27/06/97	27	6
Payerne	561305	187200	Satiated	Male	27.53	0	5	0	27/06/97	27	6
Rueyes	559615	189322	Deprived	Female	22.01	6	4	1.5	26/06/97	26	6
Rueyes	559615	189322	Deprived	Male	22.26	10	4	2.5	26/06/97	26	6
Rueyes	559615	189322	Deprived	Male	22.7	7	4	1.75	26/06/97	26	6
Rueyes	559615	189322	Deprived	Male	24.05	6	4	1.5	26/06/97	26	6
Rueyes	559615	189322	Deprived	Male	24.31	6	4	1.5	26/06/97	26	6
Rueyes	559615	189322	Deprived	Male	25.35	1	4	0.25	26/06/97	26	6
Rueyes	559615	189322	Deprived	Female	28.2	7	4	1.75	26/06/97	26	6
Rueyes	559615	189322	Satiated	Female	22.06	0	4	0	25/06/97	25	6
Rueyes	559615	189322	Satiated	Male	22.35	18	4	4.5	25/06/97	25	6
Rueyes	559615	189322	Satiated	Male	22.38	18	4	4.5	25/06/97	25	6
Rueyes	559615	189322	Satiated	Male	22.48	18	4	4.5	25/06/97	25	6
Rueyes	559615	189322	Satiated	Male	22.5	18	4	4.5	25/06/97	25	6
Rueyes	559615	189322	Satiated	Male	22.58	11	4	2.75	25/06/97	25	6
Rueyes	559615	189322	Satiated	Male	22.95	11	4	2.75	25/06/97	25	6
Rueyes	559615	189322	Satiated	Male	23.78	9	4	2.25	25/06/97	25	6
Rueyes	559615	189322	Satiated	Female	25.06	0	4	0	25/06/97	25	6
Rueyes	559615	189322	Satiated	Male	25.33	0	4	0	25/06/97	25	6
Seiry	553698	184764	Deprived	Female	22.43	16	6	2.66666667	25/06/97	25	6
Seiry	553698	184764	Deprived	Male	22.46	16	6	2.66666667	25/06/97	25	6
Seiry	553698	184764	Deprived	Male	23.81	13	6	2.16666667	25/06/97	25	6
Seiry	553698	184764	Deprived	Female	24.23	15	6	2.5	25/06/97	25	6
Seiry	553698	184764	Deprived	Male	24.43	8	6	1.33333333	25/06/97	25	6
Seiry	553698	184764	Deprived	Male	24.93	6	6	1	25/06/97	25	6
Seiry	553698	184764	Deprived	Male	26.01	17	6	2.83333333	25/06/97	25	6
Seiry	553698	184764	Deprived	Male	26.33	13	6	2.16666667	25/06/97	25	6
Seiry	553698	184764	Deprived	Female	27.1	4	6	0.66666667	25/06/97	25	6
Seiry	553698	184764	Satiated	Female	22.13	1	6	0.16666667	24/06/97	24	6
Seiry	553698	184764	Satiated	Female	22.83	2	6	0.33333333	24/06/97	24	6
Seiry	553698	184764	Satiated	Male	22.85	2	6	0.33333333	24/06/97	24	6
Seiry	553698	184764	Satiated	Female	23.03	26	6	4.33333333	24/06/97	24	6
Seiry	553698	184764	Satiated	Male	23.35	1	6	0.16666667	24/06/97	24	6
Seiry	553698	184764	Satiated	Male	23.55	8	6	1.33333333	24/06/97	24	6
Seiry	553698	184764	Satiated	Female	23.6	8	6	1.33333333	24/06/97	24	6
Seiry	553698	184764	Satiated	Male	24.01	2	6	0.33333333	24/06/97	24	6
Seiry	553698	184764	Satiated	Female	24.45	0	6	0	24/06/97	24	6
Seiry	553698	184764	Satiated	Male	24.55	10	6	1.66666667	24/06/97	24	6
Seiry	553698	184764	Satiated	Male	24.95	7	6	1.16666667	24/06/97	24	6
Seiry	553698	184764	Satiated	Male	25.8	2	6	0.33333333	24/06/97	24	6
Seiry	553698	184764	Satiated	Male	26	2	6	0.33333333	24/06/97	24	6
Seiry	553698	184764	Satiated	Male	26.16	11	6	1.83333333	24/06/97	24	6
Seiry	553698	184764	Satiated	Male	27.11	0	6	0	24/06/97	24	6
Seiry	553698	184764	Satiated	Female	27.4	6	6	1	24/06/97	24	6
Seiry	553698	184764	Satiated	Female	27.63	26	6	4.33333333	24/06/97	24	6
SEvaz	556800	187400	Deprived	Male	22.86	6	1	6	28/06/97	28	6
SEvaz	556800	187400	Satiated	Female	23.85	3	1	3	27/06/97	27	6
SEvaz	556800	187400	Satiated	Male	26	6	1	6	27/06/97	27	6
SEvaz	556800	187400	Satiated	Male	27.96	1	1	1	27/06/97	27	6
StAubin	565150	193500	Deprived	Female	22.55	12	4	3	01/07/97	1	7
StAubin	565150	193500	Deprived	Female	23.03	1	4	0.25	01/07/97	1	7
StAubin	565150	193500	Deprived	Male	23.3	2	4	0.5	01/07/97	1	7
StAubin	565150	193500	Deprived	Female	23.66	9	4	2.25	01/07/97	1	7
StAubin	565150	193500	Deprived	Female	23.85	8	4	2	01/07/97	1	7
StAubin	565150	193500	Deprived	Female	24.06	6	4	1.5	01/07/97	1	7
StAubin	565150	193500	Deprived	Female	24.38	0	4	0	01/07/97	1	7
StAubin	565150	193500	Deprived	Female	25.11	4	4	1	01/07/97	1	7
StAubin	565150	193500	Deprived	Female	25.36	3	4	0.75	01/07/97	1	7
StAubin	565150	193500	Deprived	Male	27.25	0	4	0	01/07/97	1	7
StAubin	565150	193500	Deprived	Female	27.43	1	4	0.25	01/07/97	1	7
StAubin	565150	193500	Deprived	Female	27.71	12	4	3	01/07/97	1	7
StAubin	565150	193500	Deprived	Female	27.91	8	4	2	01/07/97	1	7
StAubin	565150	193500	Satiated	Female	22.51	2	4	0.5	30/06/97	30	6
StAubin	565150	193500	Satiated	Male	22.51	2	4	0.5	30/06/97	30	6
StAubin	565150	193500	Satiated	Female	23.03	0	4	0	30/06/97	30	6
StAubin	565150	193500	Satiated	Female	23.35	6	4	1.5	30/06/97	30	6
StAubin	565150	193500	Satiated	Female	23.61	1	4	0.25	30/06/97	30	6
StAubin	565150	193500	Satiated	Female	24.38	0	4	0	30/06/97	30	6
StAubin	565150	193500	Satiated	Female	25.3	0	4	0	30/06/97	30	6
StAubin	565150	193500	Satiated	Female	26.16	5	4	1.25	30/06/97	30	6
StAubin	565150	193500	Satiated	Female	26.83	0	4	0	30/06/97	30	6
StAubin	565150	193500	Satiated	Female	27.43	9	4	2.25	30/06/97	30	6
Trey	560718	179673	Deprived	Female	22.05	16	5	3.2	27/06/97	27	6
Trey	560718	179673	Satiated	Female	22.43	1	5	0.2	27/06/97	27	6
Trey	560718	179673	Satiated	Male	22.73	12	5	2.4	27/06/97	27	6
Trey	560718	179673	Satiated	Female	22.9	25	5	5	27/06/97	27	6
Trey	560718	179673	Satiated	Male	23.2	16	5	3.2	27/06/97	27	6
Trey	560718	179673	Satiated	Female	23.45	20	5	4	27/06/97	27	6
Trey	560718	179673	Satiated	Male	23.73	23	5	4.6	27/06/97	27	6
Trey	560718	179673	Satiated	Female	24.15	2	5	0.4	27/06/97	27	6
Trey	560718	179673	Satiated	Female	24.36	11	5	2.2	27/06/97	27	6
Trey	560718	179673	Satiated	Female	24.5	11	5	2.2	27/06/97	27	6
Trey	560718	179673	Satiated	Male	24.6	3	5	0.6	27/06/97	27	6
Trey	560718	179673	Satiated	Male	24.93	18	5	3.6	27/06/97	27	6
Trey	560718	179673	Satiated	Female	25.28	5	5	1	27/06/97	27	6
Trey	560718	179673	Satiated	Female	25.8	1	5	0.2	27/06/97	27	6
Trey	560718	179673	Satiated	Male	25.86	1	5	0.2	27/06/97	27	6
Trey	560718	179673	Satiated	Female	26.1	8	5	1.6	27/06/97	27	6
Trey	560718	179673	Satiated	Male	27.66	0	5	0	27/06/97	27	6
Trey	560718	179673	Satiated	Female	27.76	11	5	2.2	27/06/97	27	6
Trey	560718	179673	Satiated	Female	27.93	11	5	2.2	27/06/97	27	6
Yvonnand	546950	183100	Deprived	Male	21.96	6	7	0.85714286	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Female	22.18	19	7	2.71428571	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	22.3	31	7	4.42857143	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	22.5	31	7	4.42857143	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Female	22.6	23	7	3.28571429	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	22.6	23	7	3.28571429	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	22.9	15	7	2.14285714	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	24	9	7	1.28571429	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	24.31	6	7	0.85714286	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	24.56	8	7	1.14285714	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	24.73	10	7	1.42857143	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	26.15	13	7	1.85714286	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	26.76	22	7	3.14285714	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	27.23	7	7	1	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Female	27.25	7	7	1	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	28.45	5	7	0.71428571	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Female	28.86	15	7	2.14285714	23/07/97	23	7
Yvonnand	546950	183100	Deprived	Male	29.21	10	7	1.42857143	23/07/97	23	7
Yvonnand	546950	183100	Satiated	Female	21.71	10	7	1.42857143	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Female	21.73	10	7	1.42857143	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Female	21.91	17	7	2.42857143	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Male	21.93	17	7	2.42857143	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Female	21.95	17	7	2.42857143	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Male	22.28	4	7	0.57142857	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Male	22.56	10	7	1.42857143	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Male	23.25	0	7	0	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Female	23.46	6	7	0.85714286	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Female	23.53	1	7	0.14285714	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Female	23.63	1	7	0.14285714	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Male	25.25	4	7	0.57142857	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Female	25.41	11	7	1.57142857	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Female	25.56	9	7	1.28571429	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Female	25.76	14	7	2	24/07/97	24	7
Yvonnand	546950	183100	Satiated	Female	29.23	0	7	0	24/07/97	24	7
